Steward,Boat Launch,Weather Conditions,Date,Inspection Time,Boat Type,Group Size,State of Registration,Launch or Retrieve,Prior BLS contact?,Spread Prevention Steps,Aquatic Organisms Found?,Species ID,Accepted Info Materials?,Last Waterbody Visited,Last Waterbody Cleaned,Next Waterbody to Visit,Next Waterbody Cleaned,Planned Travel Route,Would Use a Decontamination Station?,Purpose,Notes
3,Sackets Harbor,Sunny,6/18/2016,9:40:00,M,2,VA,R,N,"RW,WB",N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Canada (Ontario),"Ontario, Canada",I 81,Y,N/A,
1,Sackets Harbor,Sunny,6/18/2016,9:47:00,M,5,NY,L,N,"RW,WB,DB",N,N/A,Y,Black Lake,"Black Lake, NY",Lake Ontario,Lake Ontario,"Rt 3, Sackets Harbor",Y,N/A,
3,Sackets Harbor,Sunny,6/18/2016,11:12:00,M,1,NY,L,N,DRY,N,N/A,Y,Lake Ontario,Lake Ontario,Oneida Lake,"Oneida Lake, NY",Rt 31,N,N/A,
1,Sackets Harbor,Sunny,6/18/2016,11:19:00,M,2,NY,R,Y,"RW,WB",N,N/A,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,Rt 12,Y,N/A,
3,Sackets Harbor,Sunny,6/18/2016,11:22:00,M,3,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Sackets Harbor,Y,N/A,"Only lake they go to, so they do not take spread prevention"
1,Sackets Harbor,Sunny,6/18/2016,11:29:00,C,1,CT,R,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Butterfield Lake,"Butterfield Lake, NY",Rt 11,Y,N/A,
3,Sackets Harbor,Sunny,6/18/2016,12:26:00,M,3,NY,R,Y,"RW,WB,DRY",Y,VLM,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Not specified,Y,N/A,Also goes to Henderson and Stony Creek
1,Sackets Harbor,Sunny,6/18/2016,12:36:00,M,3,NY,L,Y,"RW,WB,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Alex Bay|Lake Ontario,Alexandria Bay|Lake Ontario,Rt 3,Y,N/A,
3,Sackets Harbor,Sunny,6/18/2016,14:09:00,M,3,NY,R,Y,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Sackets Harbor,Y,N/A,
1,Sackets Harbor,Sunny,6/18/2016,14:29:00,K,1,NY,R,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,"Rt 3, Sackets Harbor",Y,N/A,
3,Sackets Harbor,Sunny,6/18/2016,14:35:00,M,4,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Sackets Harbor,Y,N/A,
1,Sackets Harbor,Sunny,6/18/2016,14:36:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,"Rt 3, Ontario",Y,N/A,
3,Sackets Harbor,Sunny,6/18/2016,14:55:00,M,2,NY,R,N,WB,N,N/A,Y,Black Lake,"Black Lake, NY",Lake Ontario,Lake Ontario,Rt 37,Y,N/A,
1,Sackets Harbor,Sunny,6/18/2016,15:18:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/22/2016,9:58:00,M,2,NJ,R,N,"WB,RW",N,N/A,Y,"Oneida Lake, NY","Oneida Lake, NY","Henderson, Lake Ontario","Henderson Harbor, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/23/2016,13:00:00,M,1,VA,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/23/2016,13:32:00,K,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/23/2016,14:02:00,M,2,PA,R,N,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Chaumont Bay,"Chaumont Bay, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/24/2016,14:43:00,M,1,NY,R,N,"RW,WB,DB",N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Not specified,Y,N/A,
1,Sackets Harbor,Sunny,6/24/2016,9:42:00,PWC,1,NY,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/24/2016,11:44:00,M,2,NJ,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,6/24/2016,12:04:00,M,2,NY,R,Y,None,N,N/A,Y,Lake Ontario,Lake Ontario,"Henderson, Lake Ontario","Henderson Harbor, NY",Rt 3,N,N/A,
1,Sackets Harbor,Sunny,6/24/2016,13:10:00,PWC,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Not specified,Y,N/A,
1,Sackets Harbor,Sunny,6/24/2016,13:15:00,M,1,NY,R,Y,"RW,WB",N,N/A,Y,"Henderson, Lake Ontario","Henderson Harbor, NY",Lake Ontario,Lake Ontario,Not specified,Y,N/A,
1,Sackets Harbor,Sunny,6/24/2016,14:00:00,S,1,NY,L,N,None,N,N/A,Y,First Use,N/A,Lake Ontario,Lake Ontario,Not specified,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,13:55:00,M,2,NJ,L,N,"WB,RW",N,N/A,Y,"Cape Vincent, Lake Ontario","Cape Vincent, NY","Henderson, Lake Ontario","Henderson Harbor, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,14:53:00,M,1,MD,L,N,"WB,RW",N,N/A,Y,"Oneida Lake, NY","Oneida Lake, NY","Wrights Landing, Lake Ontario","Wrights Landing, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,10:25:00,M,1,NY,R,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,"Lake Ontario, Henderson","Henderson Harbor, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,10:31:00,M,3,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Cranberry Lake,"Cranberry Lake, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,10:40:00,M,1,NY,L,Y,"WB,DB",N,N/A,Y,"Wrights Landing, Lake Ontario","Wrights Landing, NY",Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,6/25/2016,11:59:00,M,2,NY,R,N,"RW,WB,DB",N,N/A,Y,Chaumont Bay,"Chaumont Bay, NY",Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,6/25/2016,12:08:00,PWC,6,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Oneida Lake,"Oneida Lake, NY",I 90,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,12:33:00,K,1,NY,L,N,WB,N,N/A,Y,"Henderson, Lake Ontario","Henderson Harbor, NY",Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,12:44:00,M,5,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,"Henderson, Lake Ontario","Henderson Harbor, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,12:52:00,M,7,NY,R,Y,"WB,RW,DB",N,N/A,Y,"Henderson, Lake Ontario","Henderson Harbor, NY","Cape Vincent, Lake Ontario","Cape Vincent, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/25/2016,13:36:00,M,3,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,"Sunny, cloudy, rainy",6/26/2016,15:02:00,PWC,2,NY,L,N,RW,N,N/A,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/26/2016,11:16:00,M,2,NY,L,N,WB,N,N/A,Y,"Lake Ontario, Sackets Harbor","Sackets Harbor, NY","Lake Ontario, Sackets Harbor","Sackets Harbor, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/26/2016,11:57:00,M,8,NY,L,Y,"WB,RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,"Lake Ontario, Henderson","Henderson Harbor, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/26/2016,12:06:00,M,2,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,"Lake Ontario, Cape Vincent","Cape Vincent, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,6/26/2016,12:15:00,M,3,NY,L,Y,RW,N,N/A,Y,"Sackets Harbor, Lake Ontario","Sackets Harbor, NY",Oswego|Lake Ontario,"Oswego, NY|Lake Ontario",Rt 3,N,N/A,
1,Sackets Harbor,Sunny,6/26/2016,12:56:00,K,1,NY,L,N,WB,N,N/A,Y,First Use,N/A,"Sackets Harbor, Lake Ontario","Sackets Harbor, NY","""Walk down street""",N,N/A,
1,Sackets Harbor,Sunny,6/26/2016,13:06:00,M,2,NY,L,Y,"WB,RW,DB",N,N/A,Y,Chaumont Bay,"Chaumont Bay, NY",Chaumont Bay,"Chaumont Bay, NY",Rt 3,N,N/A,
1,Sackets Harbor,Sunny,6/26/2016,13:25:00,M,3,NY,L,N,"WB,RW",N,N/A,Y,"Sackets Harbor, Lake Ontario","Sackets Harbor, NY","Sackets Harbor, Lake Ontario","Sackets Harbor, NY",I 81,Y,N/A,
1,Sackets Harbor,Sunny,6/26/2016,14:53:00,M,2,NY,R,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Ontario,Lake Ontario,Not specified,Y,N/A,
1,Sackets Harbor,"Sunny, cloudy, rainy",6/29/2016,10:27:00,M,2,NY,L,N,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Dock at Camp,Y,N/A,
1,Sackets Harbor,"Sunny, cloudy, rainy",6/29/2016,14:25:00,K,2,NY,L,N,WB,N,N/A,Y,"Sackets Harbor, Lake Ontario","Sackets Harbor, NY","Sackets Harbor, Lake Ontario","Sackets Harbor, NY",Live in Town,N,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/1/2016,12:48:00,M,4,FL,L,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/2/2016,13:08:00,PWC,2,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/2/2016,15:16:00,M,1,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/3/2016,9:46:00,M,5,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/3/2016,9:56:00,PWC,4,NY,L,Y,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/3/2016,10:12:00,M,1,NY,L,Y,"RW,LW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/3/2016,12:41:00,M,2,NY,L,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/3/2016,13:08:00,M,1,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Rt 12 or 2,Y,N/A,
1,Sackets Harbor,"Cloudy, sunny",7/3/2016,14:59:00,M,1,PA,R,Y,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
2,Sackets Harbor,Sunny,7/6/2016,9:49:00,M,1,NY,R,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local Roads,Y,Fishing,"State Trooper who patrols water in St. Lawrence River, out on personal boat for the day. He went to a training at Lake George where he saw and used a decontamination site. This entailed pressure-washing a boat before entering the water. "
2,Sackets Harbor,Sunny,7/6/2016,10:22:00,M,3,WV,R,N,"RW,DB,WB",N,N/A,Y,Lake Ontario|Sackets Harbor|Henderson,"Lake Ontario|Sackets Harbor, NY|Henderson, NY","Ohio River, West Virginia","Ohio River, WV",I 81,N,Fishing,"Fishes on the Ohio River which is pretty dirty, so they take good care of their boat."
2,Sackets Harbor,Sunny,7/6/2016,11:01:00,M,2,NY,R,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Otisco Lake|Camillus,"Otisco Lake, NY|Camillus, NY",I 81,Y,Fishing,
2,Sackets Harbor,Sunny,7/6/2016,11:24:00,M,2,NY,R,N,RW,N,N/A,Y,Lake Ontario|Salmon River Reservoir,"Lake Ontario|Salmon River Reservoir, NY",St. Lawrence River,St. Lawrence River,Not specified,Y,Fishing,
2,Sackets Harbor,Sunny,7/6/2016,12:20:00,M,1,NY,R,Y,None,N,N/A,Y,Lake Ontario - Sackets Harbor,"Sackets Harbor, NY",Henderson|Mexico Point,"Henderson Harbor, NY|Mexico Point, NY",Not specified,N,Fishing,
2,Sackets Harbor,Sunny,7/7/2016,13:56:00,M,2,NY,L,N,None,N,N/A,Y,Sackets Harbor|Henderson Harbor|Clayton,"Sackets Harbor, NY|Henderson Harbor, NY|Clayton, NY",Lake Ontario,Lake Ontario,Not specified,Y,Recreation,Clayton has a very dirty boat launch.
2,Sackets Harbor,Sunny,7/7/2016,14:03:00,M,2,NY,L,N,WB,N,N/A,Y,Sackets Harbor,"Sackets Harbor, NY",Sackets Harbor,"Sackets Harbor, NY",Not specified,Y,Recreation,
2,Sackets Harbor,Sunny,7/8/2016,10:07:00,M,1,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Fishing,"""Hell ya I would!"" - when asked if he would use a decontamination station. "
2,Sackets Harbor,Sunny,7/8/2016,14:06:00,M,5,NJ,Both,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,"Local Roads, I 81",Y,Recreation,
1,Sackets Harbor,Cloudy,7/9/2016,16:01:00,M,5,NY,R,N,"RW,WB",N,N/A,Y,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
2,Sackets Harbor,Sunny,7/9/2016,18:36:00,M,5,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Not specified,Maybe,Recreation,
2,Sackets Harbor,Sunny,7/10/2016,15:22:00,M,4,NY,L,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,I 81,Y,Recreation,
2,Sackets Harbor,Sunny,7/14/2016,14:33:00,M,3,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Cranberry Lake,"Cranberry Lake, NY",Not specified,Y,N/A,
2,Sackets Harbor,Sunny,7/15/2016,10:25:00,M,1,PA,R,Y,RW,Y,EG,Y,Lake Ontario|St.Lawrence River,Lake Ontario|St.Lawrence River,Oneida Lake,"Oneida Lake, NY",Rt 3,Y,N/A,
2,Sackets Harbor,Sunny,7/17/2016,9:42:00,M,2,NY,R,N,WB,N,N/A,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,Not specified,Y,N/A,
2,Sackets Harbor,Sunny,7/17/2016,10:36:00,M,3,NY,R,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Cranberry Lake,"Cranberry Lake, NY",Not specified,Y,N/A,
2,Sackets Harbor,Sunny,7/17/2016,10:46:00,M,6,PA,R,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Finger Lakes,"Finger Lakes, NY",Not specified,Y,N/A,
2,Sackets Harbor,Sunny,7/17/2016,11:54:00,K,1,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,N,N/A,
2,Sackets Harbor,Sunny,7/17/2016,14:06:00,M,4,CT,L,N,RW,N,N/A,Y,Lakes in Conneticut,Conneticut,Lake Ontario,Lake Ontario,Not specified,Maybe,N/A,
2,Sackets Harbor,Sunny,7/17/2016,15:01:00,M,1,NY,L,Y,WB,N,N/A,Y,Oneida Lake|Onondaga Lake,"Oneida Lake, NY|Onondaga Lake, NY",Lake Ontario,Lake Ontario,Not specified,Y,N/A,
1,Sackets Harbor,Sunny,7/20/2016,11:53:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/21/2016,13:45:00,M,1,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/21/2016,13:16:00,M,1,NJ,L,Y,"RW,DB",N,N/A,Y,Cranberry Lake,"Cranberry Lake, NY",Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/21/2016,14:25:00,M,2,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/21/2016,15:08:00,M,4,NY,R,N,"RW,WB",N,N/A,Y,Lake Placid,"Lake Placid, NY",Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/21/2016,16:11:00,M,1,NY,R,Y,WB,N,N/A,N,Owasco Lake,"Owasco Lake, NY",Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/22/2016,13:59:00,K,1,NY,L,Y,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,N,N/A,
1,Sackets Harbor,Sunny,7/22/2016,9:48:00,M,1,NY,L,Y,"RW,WB",N,N/A,N/A,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/22/2016,10:31:00,K,1,NY,L,Y,WB,N,N/A,N/A,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Cold and rainy,7/23/2016,9:28:00,M,1,NY,L,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Oneida Lake,"Oneida Lake, NY",I 81,Y,N/A,
1,Sackets Harbor,Cold and rainy,7/23/2016,10:42:00,M,2,VA,L,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Not Sure,Undecided,Not specified,N,N/A,
1,Sackets Harbor,Cold and rainy,7/23/2016,11:03:00,M,1,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Cold and rainy,7/23/2016,14:10:00,M,3,NY,R,Y,"RW,WB",N,N/A,Y,Otisco Lake,"Otisco Lake, NY",Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/23/2016,14:40:00,PWC,2,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Cold and rainy,7/23/2016,15:47:00,PWC,1,NY,R,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Cold and rainy,7/23/2016,16:16:00,M,1,PA,R,Y,"RW,WB,DB",N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Rt 12,N,N/A,
1,Sackets Harbor,Sunny,7/24/2016,9:18:00,M,3,NY,L,Y,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Tupper Lake,"Tupper Lake, NY",Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/24/2016,10:11:00,M,5,NY,L,Y,WB,N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Lake Ontario,Lake Ontario,Rt 104,Y,N/A,
1,Sackets Harbor,Sunny,7/24/2016,10:50:00,PWC,2,NY,L,Y,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/24/2016,11:21:00,K,1,NY,L,Y,WB,N,N/A,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/24/2016,15:08:00,M,1,NY,R,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/24/2016,12:02:00,M,2,NY,R,N,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Indian Lake,"Indian Lake, NY",Rt 30,N,N/A,
1,Sackets Harbor,Sunny,7/24/2016,13:13:00,M,1,CT,R,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/24/2016,13:47:00,M,2,NY,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/24/2016,14:25:00,M,3,NY,R,Y,RW,N,N/A,Y,"Rice Lake, Canada","Rice Lake, Canada",Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/24/2016,15:33:00,M,1,OH,R,N,"RW,DB,WB",N,N/A,Y,Lake Erie,Lake Erie,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/24/2016,15:40:00,M,1,NY,L,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/25/2016,15:31:00,M,1,NY,R,Y,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,I 81,Y,N/A,
1,Sackets Harbor,Sunny,7/26/2016,16:21:00,M,1,NY,L,N,"RW,WB",N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Sackets Harbor,Sunny,7/27/2016,11:23:00,M,2,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/27/2016,14:40:00,M,2,NY,R,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Sackets Harbor,Sunny,7/27/2016,15:38:00,K,1,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
3,Sackets Harbor,Sunny,8/18/2016,Not specified,M,2,NY,R,Y,"RW,DB,WB",Y,EG,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Not specified,N,Fishing,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,M,3,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Fishing,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,K,1,NY,L,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Walk here,N,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,C,2,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Not specified,N,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,M,1,NY,L,Y,RW,N,N/A,N,Oneida Lake,"Oneida Lake, NY",Lake Ontario,Lake Ontario,Rt 3,Y,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,M,5,NY,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Seneca Lake,"Seneca Lake, NY",I 90,N,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,M,4,NY,R,Y,"WB,RW",Y,"EG,EL",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,M,4,PA,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,M,2,NY,L,Y,"WB,RW",N,N/A,N,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Rt 12,Y,Recreation,
1,Sackets Harbor,Sunny,9/4/2016,Not specified,PWC,4,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,I 81,N,Recreation,
3,Wrights Landing,"Sunny, mild",6/14/2016,11:25:00,M,2,NY,R,N,RW,Y,"CLP,EL,VLM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Wrights Landing,Y,N/A,
1,Wrights Landing,Sunny,6/15/2016,10:03:00,M,1,NY,R,Y,None,Y,"CLP,EL",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Wrights Landing,N,N/A,
3,Wrights Landing,"Sunny, hot",6/15/2016,9:20:00,M,1,NY,R,Y,RW,Y,"CLP,VLM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Wrights Landing,Y,N/A, Often travels to different lakes in New York to fish on his boat
1,Wrights Landing,Sunny,6/15/2016,12:30:00,M,1,PA,R,Y,WB,Y,"CLP,EL",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Wrights Landing,Y,N/A,
1,Wrights Landing,Sunny,6/15/2016,13:56:00,K,1,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Wrights Landing,Y,N/A,
3,Wrights Landing,"Sunny, hot",6/15/2016,12:08:00,M,2,NY,R,Y,"RW,LW,DB",Y,"CLP,VLM",Y,Lake Ontario,Lake Ontario,Cranberry Lake,"Cranberry Lake, NY",I 81,Y,N/A,
3,Wrights Landing,"Sunny, hot",6/15/2016,13:56:00,K,1,N/A,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Fair Haven,"Fair Haven, NY",Rt 104,Y,N/A,
1,Wrights Landing,Sunny,6/15/2016,14:31:00,M,2,NY,R,N,RW,Y,"CLP,VLM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Wrights Landing,Y,N/A,
