Steward,Boat Launch,Weather Conditions,Date,Inspection Time,Boat Type,Group Size,State of Registration,Launch or Retrieve,Prior BLS contact?,Spread Prevention Steps,Aquatic Organisms Found?,Species ID,Accepted Info Materials?,Last Waterbody Visited,Last Waterbody Cleaned,Next Waterbody to Visit,Next Waterbody Cleaned,Planned Travel Route,Would Use a Decontamination Station?,Purpose,Notes,prev_step_BB,prev_step_CDD,prev_step_DB,prev_step_DRY,prev_step_LW,prev_step_None,prev_step_RW,prev_step_WB,species_CLP,species_CT,species_EG,species_EL,species_EWM,species_NP,species_Other,species_UNK,species_VLM,species_ZM,Boat Launch Coords,Prev_Loc1,Prev_Loc2,Prev_Loc3,Prev_Loc4,Prev_Loc5,Prev_Coord1,Prev_Coord2,Prev_Coord3,Prev_Coord4,Next_Loc1,Next_Loc2,Next_Loc3,Next_Coord1,Next_Coord2,Next_Coord3
2,Henderson,Sunny,7/31/2016,,M,1,NY,R,Y,WB,N,,Y,Onondaga Lake,"Onondaga Lake, NY",Black Lake,"Black Lake, NY",,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Onondaga Lake, NY",,,,,"(43.088987149999994, -76.20586618988227)",,,,"Black Lake, NY",,,"(41.6453673, -74.861831)",,
2,Henderson,Sunny,7/31/2016,,M,1,NY,L,N,RW,N,,Y,Stony Creek,"Stony Creek, NY",Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Stony Creek, NY",,,,,"(42.8066811, -73.8180238)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,7/31/2016,,M,4,NY,L,Y,WB,N,,Y,Lake Erie,Lake Erie,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Erie,,,,,"(42.1432445, -81.2396642041535)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,7/31/2016,,M,2,VT,R,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Vermont,Vermont,,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Vermont,,,"(44.5990718, -72.5002608)",,
2,Henderson,Sunny,8/3/2016,,M,2,PA,L,Y,None,N,,Y,Salmon River,"Salmon River, NY",Lake Ontario,Lake Ontario,,Y,Fishing, boat will stay in water,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Salmon River, NY",,,,,"(44.8099062, -74.2604125)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/3/2016,,M,2,PA,R,N,None,N,,Y,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,,N,Fishing,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Pennsylvania,,,,,"(40.9699889, -77.7278831)",,,,Pennsylvania,,,"(40.9699889, -77.7278831)",,
2,Henderson,Sunny,8/4/2016,,M,3,PA,R,N,"WB,DB",N,,Y,Lake Ontario,Lake Ontario,River in Pennsylvania,Pennsylvania,,Y,Fishing,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Pennsylvania,,,"(40.9699889, -77.7278831)",,
2,Henderson,Sunny,8/4/2016,,M,5,NY,L,N,RW,N,,Y,Stony Creek,"Stony Creek, NY",Stony Creek,"Stony Creek, NY",,Maybe,Recreation,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Stony Creek, NY",,,,,"(42.8066811, -73.8180238)",,,,"Stony Creek, NY",,,"(42.8066811, -73.8180238)",,
2,Henderson,Sunny,8/4/2016,,M,3,NY,L,N,WB,N,,Y,None,None,Oneida Lake,"Oneida Lake, NY",,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",None,,,,,,,,,"Oneida Lake, NY",,,"(43.200982350000004, -75.88701657633408)",,
2,Henderson,Sunny,8/4/2016,,M,2,NY,L,N,"WB,RW",N,,Y,St. Lawrence,St. Lawrence River,Lake Ontario|Oneida Lake,"Lake Ontario|Oneida Lake, NY",,Y,Fishing,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,Lake Ontario,"Oneida Lake, NY",,"(43.76012025, -77.68316035176696)","(43.200982350000004, -75.88701657633408)",
2,Henderson,Sunny,8/5/2016,,M,3,NY,R,N,RW,N,,Y,Lake Ontario|Dexter,"Lake Ontario|Dexter, NY",Lake Ontario|Dexter,"Lake Ontario|Dexter, NY",,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,"Dexter, NY",,,,"(43.76012025, -77.68316035176696)","(44.007835, -76.044371)",,,Lake Ontario,"Dexter, NY",,"(43.76012025, -77.68316035176696)","(44.007835, -76.044371)",
2,Henderson,Sunny,8/5/2016,,M,4,NY,L,Y,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/5/2016,,M,2,NY,R,N,"WB,DB",N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/5/2016,,M,2,NY,L,Y,None,N,,Y,None,None,Lake Ontario,Lake Ontario,,Y,Fishing," First time out, will take spread prevention steps in the future",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",None,,,,,,,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/6/2016,,M,1,IL,R,N,"WB,DB",N,,Y,Black Lake|French Creek|St. Lawrence River|Mississippi|Lake Ontario,"Black Lake, NY|French Creek, NY|St. Lawrence River|Mississippi|Lake Ontario",Lake Ontario|Mississippi,Lake Ontario|Mississippi,,Y,Fishing, Pro-fisher,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Black Lake, NY","French Creek, NY",St. Lawrence River,Mississippi,Lake Ontario,"(41.6453673, -74.861831)","(42.067833, -79.703661)","(47.249291, -70.4316142)","(43.76012025, -77.68316035176696)",Lake Ontario,Mississippi,,"(43.76012025, -77.68316035176696)","(32.9715645, -89.7348497)",
2,Henderson,Sunny,8/6/2016,,M,2,NY,L,N,None,N,,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,,Y,Recreation,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,8/6/2016,,M,5,NY,L,Y,WB,N,,Y,Otisco Lake|Skaneatles Lake,"Otisco Lake, NY|Skaneatles Lake, NY",Finger Lakes,"Finger Lakes, NY",I 81,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Otisco Lake, NY","Skaneatles Lake, NY",,,,"(42.86981735, -76.29309404505369)","(None, None)",,,"Finger Lakes, NY",,,"(42.5056751, -76.77237863157347)",,
2,Henderson,Sunny,8/6/2016,,M,4,NY,L,Y,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/6/2016,,M,2,NY,L,Y,"WB,DB",N,,Y,Fourth Lake,"Fourth Lake, NY",Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Fourth Lake, NY",,,,,"(43.3570148, -73.8298444)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/6/2016,,M,1,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,N,Fishing, Wouldn't use a decontamination station because does it at home,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/7/2016,,M,2,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/7/2016,,M,1,NJ,R,N,WB,N,,Y,New Jersey,New Jersey,Pennsylvania,Pennsylvania,,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",New Jersey,,,,,"(40.0757384, -74.4041622)",,,,Pennsylvania,,,"(40.9699889, -77.7278831)",,
2,Henderson,Sunny,8/7/2016,,M,1,NY,R,Y,RW,N,,Y,Lake Ontario,Lake Ontario,St. Lawrence|Lake Ontario,St. Lawrence River|Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,St. Lawrence River,Lake Ontario,,"(47.249291, -70.4316142)","(43.76012025, -77.68316035176696)",
2,Henderson,Sunny,8/7/2016,,M,3,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/7/2016,,M,2,NY,R,Y,"WB,DB",N,,Y,Oneida Lake|St. Lawrence River,"Oneida Lake, NY|St. Lawrence River, NY",Lake Ontario|Onondaga Lake|Cayuga Lake,"Lake Ontario|Onondaga Lake, NY|Cayuga Lake, NY",,Y,Fishing, Pro-fisher,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Oneida Lake, NY","St. Lawrence River, NY",,,,"(43.200982350000004, -75.88701657633408)","(44.4973591, -75.0657043)",,,Lake Ontario,"Onondaga Lake, NY","Cayuga Lake, NY","(43.76012025, -77.68316035176696)","(43.088987149999994, -76.20586618988227)","(42.697675950000004, -76.7126902611025)"
2,Henderson,Sunny,8/7/2016,,M,2,NY,L,Y,"BB,WB",N,,Y,,,Lake Ontario,Lake Ontario,,Y,Fishing,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",,,,,,,,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/7/2016,,M,2,VA,R,Y,"DB,WB",N,,Y,Lake Ontario|Virginia,Lake Ontario|Virginia,Lake Ontario,Lake Ontario,,Y,Fishing," Pro-fisher, also said there are no decontamination stations in Virginia and the water is very dirty and polluted with garbage",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,Virginia,,,,"(43.76012025, -77.68316035176696)","(37.1232245, -78.4927721)",,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,"Sunny, humid",8/11/2016,,M,2,MA,R,N,WB,N,,Y,Lake Ontario,Lake Ontario,Massachusetts,Massachusetts,I 81 and turnpike,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Massachusetts,,,"(42.3788774, -72.032366)",,
2,Henderson,"Sunny, humid",8/11/2016,,M,3,NY,R,N,"WB,RW",N,,Y,Lake Ontario|Onondaga Lake,"Lake Ontario|Onondaga Lake, NY",Lake Ontario|Black Bay,"Lake Ontario|Black Bay, NY",,Y,Fishing,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,"Onondaga Lake, NY",,,,"(43.76012025, -77.68316035176696)","(43.088987149999994, -76.20586618988227)",,,Lake Ontario,"Black Bay, NY",,"(43.76012025, -77.68316035176696)","(44.1539494, -74.5618386)",
2,Henderson,"Sunny, humid",8/12/2016,,M,4,NY,L,N,None,N,,Y,Lake Ontario,Lake Ontario,Cranberry Lake|St. Lawrence River,"Cranberry Lake, NY|St. Lawrence River",,Y,Recreation,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,"Cranberry Lake, NY",St. Lawrence River,,"(44.2224885, -74.8357675)","(47.249291, -70.4316142)",
2,Henderson,"Sunny, humid",8/12/2016,,PWC,2,NY,R,Y,"WB,DB",N,,Y,Sodus Bay,"Sodus Bay, NY",Canadaigua,"Canadaigua, NY",,Y,Recreation,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Sodus Bay, NY",,,,,"(43.25065725, -76.95479430424867)",,,,"Canadaigua, NY",,,"(42.950305099999994, -77.59888586318945)",,
2,Henderson,"Sunny, humid",8/12/2016,,M,1,NY,L,Y,WB,N,,Y,Onondaga Lake|Oneida Lake,"Onondaga Lake, NY|Oneida Lake, NY",Finger Lakes,"Finger Lakes, NY",,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Onondaga Lake, NY","Oneida Lake, NY",,,,"(43.088987149999994, -76.20586618988227)","(43.200982350000004, -75.88701657633408)",,,"Finger Lakes, NY",,,"(42.5056751, -76.77237863157347)",,
2,Henderson,"Sunny, humid",8/13/2016,,M,4,NY,L,N,None,N,,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,,Maybe,Recreation,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,"Sunny, humid",8/13/2016,,M,6,NY,L,N,WB,N,,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,"Sunny, humid",8/13/2016,,M,1,NJ,L,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Salmon River|Lake Ontario,"Salmon River, NY|Lake Ontario",,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,"Salmon River, NY",Lake Ontario,,"(44.8099062, -74.2604125)","(43.76012025, -77.68316035176696)",
2,Henderson,"Sunny, humid",8/13/2016,,M,1,NY,R,Y,WB,N,,Y,Hudson River,"Hudson River, NY",Lakes in Vermont|Lakes in Conneticut,Vermont|Conneticut,,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Hudson River, NY",,,,,"(42.6340266, -73.7519742)",,,,Vermont,Conneticut,,"(44.5990718, -72.5002608)","(39.4767767, -80.1220787)",
2,Henderson,"Sunny, humid",8/13/2016,,M,2,NY,R,Y,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/14/2016,,M,2,PA,R,Y,RW,N,,Y,Lake Erie,Lake Erie,Lake Ontario|Onondaga Lake,"Lake Ontario|Onondaga Lake, NY",,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Erie,,,,,"(42.1432445, -81.2396642041535)",,,,Lake Ontario,"Onondaga Lake, NY",,"(43.76012025, -77.68316035176696)","(43.088987149999994, -76.20586618988227)",
2,Henderson,Sunny,8/14/2016,,M,1,NY,R,Y,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/14/2016,,M,1,NY,L,Y,WB,N,,Y,Adirondacks,Adirondacks,Finger Lakes,"Finger Lakes, NY",,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Adirondacks,,,,,"(41.31726875, -74.12338501670476)",,,,"Finger Lakes, NY",,,"(42.5056751, -76.77237863157347)",,
2,Henderson,Sunny,8/14/2016,,PWC,1,NY,L,N,None,N,,Y,Lake Ontario,Lake Ontario,Lakes in Adirondacks,"Adirondacks, NY",,N,Recreation,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,"Adirondacks, NY",,,"(41.31726875, -74.12338501670476)",,
2,Henderson,Sunny,8/14/2016,,M,3,NY,L,Y,WB,Y,EG,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Maybe,Recreation,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/14/2016,,M,1,NY,R,Y,WB,Y,EG,Y,Stony Creek,"Stony Creek, NY",Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Stony Creek, NY",,,,,"(42.8066811, -73.8180238)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/14/2016,,M,6,NY,R,N,WB,N,,Y,Salmon River,"Salmon River, NY",Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Salmon River, NY",,,,,"(44.8099062, -74.2604125)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/14/2016,,M,1,NY,R,N,RW,N,,Y,Sandy Pond,"Sandy Pond, NY",Sandy Pond,"Sandy Pond, NY",,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Sandy Pond, NY",,,,,"(43.6359015, -76.1840935)",,,,"Sandy Pond, NY",,,"(43.6359015, -76.1840935)",,
2,Henderson,Sunny,8/14/2016,,M,2,NJ,R,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/14/2016,,M,2,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/17/2016,,M,3,CT,L,N,WB,N,,Y,Lakes in Conneticut,Conneticut,Lakes in CT,Conneticut,,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Conneticut,,,,,"(39.4767767, -80.1220787)",,,,Conneticut,,,"(39.4767767, -80.1220787)",,
2,Henderson,Sunny,8/17/2016,,M,1,NY,L,Y,WB,N,,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,,Maybe,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,8/18/2016,,M,4,NY,R,Y,WB,N,,Y,Onondaga Lake,"Onondaga Lake, NY",Onondaga Lake,"Onondaga Lake, NY",,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Onondaga Lake, NY",,,,,"(43.088987149999994, -76.20586618988227)",,,,"Onondaga Lake, NY",,,"(43.088987149999994, -76.20586618988227)",,
2,Henderson,Sunny,8/18/2016,,M,1,NJ,R,Y,RW,N,,Y,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/18/2016,,M,1,NY,L,N,None,N,,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,N,Fishing,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/18/2016,,M,3,NY,R,Y,WB,N,,Y,Cranberry Lake,"Cranberry Lake, NY",St. Lawrence River,St. Lawrence River,,Maybe,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Cranberry Lake, NY",,,,,"(44.2224885, -74.8357675)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,8/19/2016,,M,1,NY,L,N,WB,N,,Y,Ohio River,Ohio River,Lake Erie|Finger Lakes,"Lake Erie|Finger Lakes, NY",,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Ohio River,,,,,"(38.7877904, -84.8101254)",,,,Lake Erie,"Finger Lakes, NY",,"(42.1432445, -81.2396642041535)","(42.5056751, -76.77237863157347)",
2,Henderson,Sunny,8/19/2016,,M,2,NY,R,N,WB,Y,EG,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/19/2016,,M,3,NY,R,N,WB,Y,EG,Y,Black Lake,"Black Lake, NY",St. Lawrence River,St. Lawrence River,,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Black Lake, NY",,,,,"(41.6453673, -74.861831)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,8/19/2016,,M,1,VT,L,Y,WB,N,,Y,Lakes in Vermont,Vermont,Lakes in Adirondacks,"Adirondacks, NY",,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Vermont,,,,,"(44.5990718, -72.5002608)",,,,"Adirondacks, NY",,,"(41.31726875, -74.12338501670476)",,
2,Henderson,Sunny,8/20/2016,,M,1,NY,L,Y,WB,N,,Y,Finger Lakes,"Finger Lakes, NY",St. Lawrence River,St. Lawrence River,,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Finger Lakes, NY",,,,,"(42.5056751, -76.77237863157347)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,8/20/2016,,M,4,NY,L,N,WB,N,,Y,Black River,"Black River, NY",Black Pond,"Black Pond, NY",,Maybe,Recreation," Also might go somewhere written down as ""Teseca"" next",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Black River, NY",,,,,"(44.012571, -75.793991)",,,,"Black Pond, NY",,,"(42.55036665, -73.47646437867643)",,
2,Henderson,Sunny,8/20/2016,,M,5,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,Recreation,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/20/2016,,M,1,NY,R,Y,WB,N,,Y,Stony Creek,"Stony Creek, NY",Lake Ontario,Lake Ontario,,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Stony Creek, NY",,,,,"(42.8066811, -73.8180238)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,8/20/2016,,M,1,NY,R,N,WB,Y,EG,Y,Sandy Pond,"Sandy Pond, NY",Salmon River,"Salmon River, NY",,Y,Fishing,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Sandy Pond, NY",,,,,"(43.6359015, -76.1840935)",,,,"Salmon River, NY",,,"(44.8099062, -74.2604125)",,
